Time	Node	Type	Packets	
10	Tokyo	CacheHits	0
10	Tokyo	CacheMisses	10001
10	Chennai	CacheHits	0
10	Chennai	CacheMisses	10001
10	Bangkok	CacheHits	0
10	Bangkok	CacheMisses	10001
10	KL	CacheHits	0
10	KL	CacheMisses	10001
10	Singapore	CacheHits	10000
10	Singapore	CacheMisses	10000
10	Jakarta	CacheHits	0
10	Jakarta	CacheMisses	0
10	Manila	CacheHits	0
10	Manila	CacheMisses	10001
10	Sydney	CacheHits	0
10	Sydney	CacheMisses	10001
10	Brisbane	CacheHits	0
10	Brisbane	CacheMisses	10001
10	Adelaide	CacheHits	0
10	Adelaide	CacheMisses	10001
10	Melbourne	CacheHits	0
10	Melbourne	CacheMisses	10001
10	Perth	CacheHits	0
10	Perth	CacheMisses	10001
10	Auckland	CacheHits	0
10	Auckland	CacheMisses	10001
10	SantaClara	CacheHits	0
10	SantaClara	CacheMisses	0
10	LA	CacheHits	20000
10	LA	CacheMisses	10000
10	Tribeca	CacheHits	0
10	Tribeca	CacheMisses	10001
10	SanJose	CacheHits	0
10	SanJose	CacheMisses	0
10	Ashburn	CacheHits	0
10	Ashburn	CacheMisses	10001
10	NewYork	CacheHits	0
10	NewYork	CacheMisses	0
11	London	CacheHits	0
11	London	CacheMisses	10000
11	China	CacheHits	0
11	China	CacheMisses	0
11	Taipei	CacheHits	0
11	Taipei	CacheMisses	0
11	HongKong	CacheHits	0
11	HongKong	CacheMisses	0
11	Seoul	CacheHits	0
11	Seoul	CacheMisses	10000
11	Nagoya	CacheHits	0
11	Nagoya	CacheMisses	10000
11	Osaka	CacheHits	0
11	Osaka	CacheMisses	10000
11	Tokyo	CacheHits	0
11	Tokyo	CacheMisses	10000
11	Chennai	CacheHits	0
11	Chennai	CacheMisses	10000
11	Bangkok	CacheHits	0
11	Bangkok	CacheMisses	10000
11	KL	CacheHits	0
11	KL	CacheMisses	10000
11	Singapore	CacheHits	10000
11	Singapore	CacheMisses	10001
11	Jakarta	CacheHits	0
11	Jakarta	CacheMisses	0
11	Manila	CacheHits	0
11	Manila	CacheMisses	10000
11	Sydney	CacheHits	0
11	Sydney	CacheMisses	10000
11	Brisbane	CacheHits	0
11	Brisbane	CacheMisses	10000
11	Adelaide	CacheHits	0
11	Adelaide	CacheMisses	10000
11	Melbourne	CacheHits	0
11	Melbourne	CacheMisses	10000
11	Perth	CacheHits	0
11	Perth	CacheMisses	10000
11	Auckland	CacheHits	0
11	Auckland	CacheMisses	10000
11	SantaClara	CacheHits	0
11	SantaClara	CacheMisses	0
11	LA	CacheHits	20000
11	LA	CacheMisses	10000
11	Tribeca	CacheHits	0
11	Tribeca	CacheMisses	10000
11	SanJose	CacheHits	0
11	SanJose	CacheMisses	0
11	Ashburn	CacheHits	0
11	Ashburn	CacheMisses	10000
11	NewYork	CacheHits	0
11	NewYork	CacheMisses	0
12	London	CacheHits	0
12	London	CacheMisses	10000
12	China	CacheHits	0
12	China	CacheMisses	0
12	Taipei	CacheHits	0
12	Taipei	CacheMisses	0
12	HongKong	CacheHits	0
12	HongKong	CacheMisses	0
12	Seoul	CacheHits	0
12	Seoul	CacheMisses	10000
12	Nagoya	CacheHits	0
12	Nagoya	CacheMisses	10000
12	Osaka	CacheHits	0
12	Osaka	CacheMisses	10000
12	Tokyo	CacheHits	0
12	Tokyo	CacheMisses	10000
12	Chennai	CacheHits	0
12	Chennai	CacheMisses	10000
12	Bangkok	CacheHits	0
12	Bangkok	CacheMisses	10000
12	KL	CacheHits	0
12	KL	CacheMisses	10000
12	Singapore	CacheHits	10001
12	Singapore	CacheMisses	10000
12	Jakarta	CacheHits	0
12	Jakarta	CacheMisses	0
12	Manila	CacheHits	0
12	Manila	CacheMisses	10000
12	Sydney	CacheHits	0
12	Sydney	CacheMisses	10000
12	Brisbane	CacheHits	0
12	Brisbane	CacheMisses	10000
12	Adelaide	CacheHits	0
12	Adelaide	CacheMisses	10000
12	Melbourne	CacheHits	0
12	Melbourne	CacheMisses	10000
12	Perth	CacheHits	0
12	Perth	CacheMisses	10000
12	Auckland	CacheHits	0
12	Auckland	CacheMisses	10000
12	SantaClara	CacheHits	0
12	SantaClara	CacheMisses	0
12	LA	CacheHits	20000
12	LA	CacheMisses	10000
12	Tribeca	CacheHits	0
12	Tribeca	CacheMisses	10000
12	SanJose	CacheHits	0
12	SanJose	CacheMisses	0
12	Ashburn	CacheHits	0
12	Ashburn	CacheMisses	10000
12	NewYork	CacheHits	0
12	NewYork	CacheMisses	0
13	London	CacheHits	0
13	London	CacheMisses	10000
13	China	CacheHits	0
13	China	CacheMisses	0
13	Taipei	CacheHits	0
13	Taipei	CacheMisses	0
13	HongKong	CacheHits	0
13	HongKong	CacheMisses	0
13	Seoul	CacheHits	0
13	Seoul	CacheMisses	10000
13	Nagoya	CacheHits	0
13	Nagoya	CacheMisses	10000
13	Osaka	CacheHits	0
13	Osaka	CacheMisses	10000
13	Tokyo	CacheHits	0
13	Tokyo	CacheMisses	10000
13	Chennai	CacheHits	0
13	Chennai	CacheMisses	10000
13	Bangkok	CacheHits	0
13	Bangkok	CacheMisses	10000
13	KL	CacheHits	0
13	KL	CacheMisses	10000
13	Singapore	CacheHits	10000
13	Singapore	CacheMisses	10000
13	Jakarta	CacheHits	0
13	Jakarta	CacheMisses	0
13	Manila	CacheHits	0
13	Manila	CacheMisses	10000
13	Sydney	CacheHits	0
13	Sydney	CacheMisses	10000
13	Brisbane	CacheHits	0
13	Brisbane	CacheMisses	10000
13	Adelaide	CacheHits	0
13	Adelaide	CacheMisses	10000
13	Melbourne	CacheHits	0
13	Melbourne	CacheMisses	10000
13	Perth	CacheHits	0
13	Perth	CacheMisses	10000
13	Auckland	CacheHits	0
13	Auckland	CacheMisses	10000
13	SantaClara	CacheHits	0
13	SantaClara	CacheMisses	0
13	LA	CacheHits	20001
13	LA	CacheMisses	10000
13	Tribeca	CacheHits	0
13	Tribeca	CacheMisses	10000
13	SanJose	CacheHits	0
13	SanJose	CacheMisses	0
13	Ashburn	CacheHits	0
13	Ashburn	CacheMisses	10000
13	NewYork	CacheHits	0
13	NewYork	CacheMisses	0
14	London	CacheHits	0
14	London	CacheMisses	10000
14	China	CacheHits	0
14	China	CacheMisses	0
14	Taipei	CacheHits	0
14	Taipei	CacheMisses	0
14	HongKong	CacheHits	0
14	HongKong	CacheMisses	0
14	Seoul	CacheHits	0
14	Seoul	CacheMisses	10000
14	Nagoya	CacheHits	0
14	Nagoya	CacheMisses	10000
14	Osaka	CacheHits	0
14	Osaka	CacheMisses	10000
14	Tokyo	CacheHits	0
14	Tokyo	CacheMisses	10000
14	Chennai	CacheHits	0
14	Chennai	CacheMisses	10000
14	Bangkok	CacheHits	0
14	Bangkok	CacheMisses	10000
14	KL	CacheHits	0
14	KL	CacheMisses	10000
14	Singapore	CacheHits	10000
14	Singapore	CacheMisses	10000
14	Jakarta	CacheHits	0
14	Jakarta	CacheMisses	0
14	Manila	CacheHits	0
14	Manila	CacheMisses	10000
14	Sydney	CacheHits	0
14	Sydney	CacheMisses	10000
14	Brisbane	CacheHits	0
14	Brisbane	CacheMisses	10000
14	Adelaide	CacheHits	0
14	Adelaide	CacheMisses	10000
14	Melbourne	CacheHits	0
14	Melbourne	CacheMisses	10000
14	Perth	CacheHits	0
14	Perth	CacheMisses	10000
14	Auckland	CacheHits	0
14	Auckland	CacheMisses	10000
14	SantaClara	CacheHits	0
14	SantaClara	CacheMisses	0
14	LA	CacheHits	20000
14	LA	CacheMisses	10001
14	Tribeca	CacheHits	0
14	Tribeca	CacheMisses	10000
14	SanJose	CacheHits	0
14	SanJose	CacheMisses	0
14	Ashburn	CacheHits	0
14	Ashburn	CacheMisses	10000
14	NewYork	CacheHits	0
14	NewYork	CacheMisses	0
15	London	CacheHits	0
15	London	CacheMisses	10000
15	China	CacheHits	0
15	China	CacheMisses	0
15	Taipei	CacheHits	0
15	Taipei	CacheMisses	0
15	HongKong	CacheHits	0
15	HongKong	CacheMisses	0
15	Seoul	CacheHits	0
15	Seoul	CacheMisses	10000
15	Nagoya	CacheHits	0
15	Nagoya	CacheMisses	10000
15	Osaka	CacheHits	0
15	Osaka	CacheMisses	10000
15	Tokyo	CacheHits	0
15	Tokyo	CacheMisses	10000
