Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
0.168203	Seoul	0	10	FullDelay	0.158203	158203	1	2
0.16854	Ashburn	0	45	LastDelay	0.12354	123540	1	1
0.16854	Ashburn	0	45	FullDelay	0.12354	123540	1	1
0.168945	KL	0	70	LastDelay	0.0989451	98945.1	1	1
0.168945	KL	0	70	FullDelay	0.0989451	98945.1	1	1
0.169612	Chennai	0	8	LastDelay	0.161612	161612	1	1
0.169612	Chennai	0	8	FullDelay	0.161612	161612	1	1
0.170302	Brisbane	0	10	LastDelay	0.160302	160302	1	2
0.170302	Brisbane	0	10	FullDelay	0.160302	160302	1	2
0.172162	Tokyo	0	12	LastDelay	0.160162	160162	1	1
0.172162	Tokyo	0	12	FullDelay	0.160162	160162	1	1
0.173468	Sydney	0	9	LastDelay	0.164468	164468	1	3
0.173468	Sydney	0	9	FullDelay	0.164468	164468	1	3
0.173536	Auckland	0	7	LastDelay	0.166536	166536	1	4
0.173536	Auckland	0	7	FullDelay	0.166536	166536	1	4
0.174078	Perth	0	7	LastDelay	0.167078	167078	1	4
0.174078	Perth	0	7	FullDelay	0.167078	167078	1	4
0.174933	Manila	0	5	LastDelay	0.169933	169933	1	2
0.174933	Manila	0	5	FullDelay	0.169933	169933	1	2
0.176257	Melbourne	0	8	LastDelay	0.168257	168257	1	4
0.176257	Melbourne	0	8	FullDelay	0.168257	168257	1	4
0.176535	Adelaide	0	4	LastDelay	0.172535	172535	1	4
0.176535	Adelaide	0	4	FullDelay	0.172535	172535	1	4
0.176819	Seoul	0	11	LastDelay	0.165819	165819	1	2
0.176819	Seoul	0	11	FullDelay	0.165819	165819	1	2
0.177156	Ashburn	0	53	LastDelay	0.124156	124156	1	1
0.177156	Ashburn	0	53	FullDelay	0.124156	124156	1	1
0.177561	KL	0	79	LastDelay	0.0985611	98561.1	1	1
0.177561	KL	0	79	FullDelay	0.0985611	98561.1	1	1
0.178086	Bangkok	0	4	LastDelay	0.174086	174086	1	3
0.178086	Bangkok	0	4	FullDelay	0.174086	174086	1	3
0.178918	Brisbane	0	11	LastDelay	0.167918	167918	1	2
0.178918	Brisbane	0	11	FullDelay	0.167918	167918	1	2
0.179808	Osaka	0	6	LastDelay	0.173808	173808	1	2
0.179808	Osaka	0	6	FullDelay	0.173808	173808	1	2
0.180389	Nagoya	0	5	LastDelay	0.175389	175389	1	3
0.180389	Nagoya	0	5	FullDelay	0.175389	175389	1	3
0.182084	Sydney	0	10	LastDelay	0.172084	172084	1	3
0.182084	Sydney	0	10	FullDelay	0.172084	172084	1	3
0.182152	Auckland	0	8	LastDelay	0.174152	174152	1	4
0.182152	Auckland	0	8	FullDelay	0.174152	174152	1	4
0.182694	Perth	0	8	LastDelay	0.174694	174694	1	4
0.182694	Perth	0	8	FullDelay	0.174694	174694	1	4
0.185033	Melbourne	0	9	LastDelay	0.176033	176033	1	4
0.185033	Melbourne	0	9	FullDelay	0.176033	176033	1	4
0.185435	Seoul	0	12	LastDelay	0.173435	173435	1	2
0.185435	Seoul	0	12	FullDelay	0.173435	173435	1	2
0.185772	Ashburn	0	62	LastDelay	0.123772	123772	1	1
0.185772	Ashburn	0	62	FullDelay	0.123772	123772	1	1
0.186177	KL	0	88	LastDelay	0.0981771	98177.1	1	1
0.186177	KL	0	88	FullDelay	0.0981771	98177.1	1	1
0.186518	Chennai	0	9	LastDelay	0.177518	177518	1	1
0.186518	Chennai	0	9	FullDelay	0.177518	177518	1	1
0.187534	Brisbane	0	12	LastDelay	0.175534	175534	1	2
0.187534	Brisbane	0	12	FullDelay	0.175534	175534	1	2
0.189394	Tokyo	0	27	LastDelay	0.162394	162394	1	1
0.189394	Tokyo	0	27	FullDelay	0.162394	162394	1	1
0.1907	Sydney	0	11	LastDelay	0.1797	179700	1	3
0.1907	Sydney	0	11	FullDelay	0.1797	179700	1	3
0.190928	Auckland	0	9	LastDelay	0.181928	181928	1	4
0.190928	Auckland	0	9	FullDelay	0.181928	181928	1	4
0.19145	Perth	0	9	LastDelay	0.18245	182450	1	4
0.19145	Perth	0	9	FullDelay	0.18245	182450	1	4
0.191761	Manila	0	6	LastDelay	0.185761	185761	1	2
0.191761	Manila	0	6	FullDelay	0.185761	185761	1	2
0.193363	Adelaide	0	5	LastDelay	0.188363	188363	1	4
0.193363	Adelaide	0	5	FullDelay	0.188363	188363	1	4
0.193649	Melbourne	0	10	LastDelay	0.183649	183649	1	4
0.193649	Melbourne	0	10	FullDelay	0.183649	183649	1	4
0.194388	Ashburn	0	70	LastDelay	0.124388	124388	1	1
0.194388	Ashburn	0	70	FullDelay	0.124388	124388	1	1
0.194793	KL	0	96	LastDelay	0.0987931	98793.1	1	1
0.194793	KL	0	96	FullDelay	0.0987931	98793.1	1	1
0.194914	Bangkok	0	5	LastDelay	0.189914	189914	1	3
0.194914	Bangkok	0	5	FullDelay	0.189914	189914	1	3
0.196636	Osaka	0	7	LastDelay	0.189636	189636	1	2
0.196636	Osaka	0	7	FullDelay	0.189636	189636	1	2
0.197218	Nagoya	0	6	LastDelay	0.191218	191218	1	3
0.197218	Nagoya	0	6	FullDelay	0.191218	191218	1	3
0.19801	Tokyo	0	36	LastDelay	0.16201	162010	1	1
