Time	Node	Type	Packets	
16	Sydney	CacheMisses	842
16	Brisbane	CacheHits	38
16	Brisbane	CacheMisses	727
16	Adelaide	CacheHits	0
16	Adelaide	CacheMisses	1000
16	Melbourne	CacheHits	0
16	Melbourne	CacheMisses	135
16	Perth	CacheHits	0
16	Perth	CacheMisses	106
16	Auckland	CacheHits	0
16	Auckland	CacheMisses	174
16	SantaClara	CacheHits	0
16	SantaClara	CacheMisses	0
16	LA	CacheHits	1317
16	LA	CacheMisses	2222
16	Tribeca	CacheHits	0
16	Tribeca	CacheMisses	1000
16	SanJose	CacheHits	0
16	SanJose	CacheMisses	0
16	Ashburn	CacheHits	0
16	Ashburn	CacheMisses	126
16	NewYork	CacheHits	0
16	NewYork	CacheMisses	0
17	London	CacheHits	0
17	London	CacheMisses	1001
17	China	CacheHits	0
17	China	CacheMisses	0
17	Taipei	CacheHits	0
17	Taipei	CacheMisses	0
17	HongKong	CacheHits	0
17	HongKong	CacheMisses	0
17	Seoul	CacheHits	0
17	Seoul	CacheMisses	236
17	Nagoya	CacheHits	0
17	Nagoya	CacheMisses	1001
17	Osaka	CacheHits	154
17	Osaka	CacheMisses	0
17	Tokyo	CacheHits	1170
17	Tokyo	CacheMisses	226
17	Chennai	CacheHits	0
17	Chennai	CacheMisses	1001
17	Bangkok	CacheHits	0
17	Bangkok	CacheMisses	1001
17	KL	CacheHits	0
17	KL	CacheMisses	111
17	Singapore	CacheHits	1256
17	Singapore	CacheMisses	744
17	Jakarta	CacheHits	0
17	Jakarta	CacheMisses	0
17	Manila	CacheHits	21
17	Manila	CacheMisses	995
17	Sydney	CacheHits	631
17	Sydney	CacheMisses	203
17	Brisbane	CacheHits	59
17	Brisbane	CacheMisses	241
17	Adelaide	CacheHits	0
17	Adelaide	CacheMisses	1001
17	Melbourne	CacheHits	0
17	Melbourne	CacheMisses	238
17	Perth	CacheHits	0
17	Perth	CacheMisses	138
17	Auckland	CacheHits	0
17	Auckland	CacheMisses	162
17	SantaClara	CacheHits	0
17	SantaClara	CacheMisses	0
17	LA	CacheHits	2558
17	LA	CacheMisses	916
17	Tribeca	CacheHits	0
17	Tribeca	CacheMisses	1001
17	SanJose	CacheHits	0
17	SanJose	CacheMisses	0
17	Ashburn	CacheHits	0
17	Ashburn	CacheMisses	93
17	NewYork	CacheHits	0
17	NewYork	CacheMisses	0
18	London	CacheHits	0
18	London	CacheMisses	999
18	China	CacheHits	0
18	China	CacheMisses	0
18	Taipei	CacheHits	0
18	Taipei	CacheMisses	0
18	HongKong	CacheHits	0
18	HongKong	CacheMisses	0
18	Seoul	CacheHits	0
18	Seoul	CacheMisses	217
18	Nagoya	CacheHits	0
